,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
398,Lead Data Scientist,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Lead Data Scientis Are you a Lead Data Scientist who has R, machine learning and can code? If so, read on... We are the adtech arm of a large media conglomerate. Due to recent growth, we are looking to add a data sc...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
399,Sr. Software Engineer- Python,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Sr. Software Engineer- Python - Python, R, JavaScript If you are a Sr. Software Engineer- Python with experience, please read on! Based in Culver City, we're building an end-to-end suite of data science tools based...","[ 100 ,  175]",Y,Culver City,CA,100000.0,175000.0,137500.0
400,Lead Technology Architect - Advanced BioTech Firm,CyberCoders,"Torrance, CA","This position is open as of 10/18/2016. Lead Technology Architect - Advanced BioTech Firm If you are a Technology Architect with experience, please read on! This is an opportunity to work on an industry leading website that won NUMEROUS “BEST BIOTECHNOLOG...","[ 75 ,  150]",Y,Torrance,CA,75000.0,150000.0,112500.0
401,Lead Grails Engineer,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Lead Grails Engineer (RELO OFFERED!) If you are a Lead Grails Engineer with video & startup experience, please read on! We are the leading in Online Video Space, and we are growing! The global leader in user-generat...","[ 120 ,  150]",Y,Culver City,CA,120000.0,150000.0,135000.0
402,Software Engineer,CyberCoders,"Happy Valley, OR","This position is open as of 10/18/2016. Software Engineer - Java/Scala, Python/Django, Hadoop ( HDFS/Map We are a dynamic, talented team focused on building the next generation marketing automation platform. Top Reasons to Work with Us We are in the midst...","[ 75 ,  90]",Y,Happy Valley,OR,75000.0,90000.0,82500.0
403,Scientist,Aerotek,"Fort Lauderdale, FL","Our client, located in Fort Lauderdale, is seeking a Scientist to join their team. Required Experience: HPLC is a must Bachelor's Degree in Chemistry or related field Pharmaceutical Lab experience Responsibilities: Analyzing raw materials, in-process mate...","[ 40 ,  45]",Y,Fort Lauderdale,FL,40000.0,45000.0,42500.0
404,Scientist,Aerotek,"Fort Lauderdale, FL","Our client, located in Fort Lauderdale, is seeking a Scientist to join their team. Required Experience: HPLC is a must Bachelor's Degree in Chemistry or related field Pharmaceutical Lab experience Responsibilities: Analyzing raw materials, in-process mate...","[ 40 ,  45]",Y,Fort Lauderdale,FL,40000.0,45000.0,42500.0
405,Programmer Analyst,Robert Half Technology,"Saint Cloud, MN",Ref ID: 02310-0008851058 Classification: Programmer/Analyst Compensation: $25.00 to $35.00 per hour Growth opportunity open to work with one of our clients out in the St. Cloud area (can work half time in Minneapolis). Our client is looking to fill a hybr...,"[ 25.00 ,  35.00]",H,Saint Cloud,MN,52000.0,72800.0,62400.0
406,"RT PCR Technical Applications Scientist II, Carlsbad, CA",Kelly Scientific Resources,"Carlsbad, CA","RT PCR Technical Applications Scientist II, Carlsbad, CA Kelly Scientific Resources, a division of Kelly Services, has an immediate opening for a Technical Applications / Technical Support Scientist to work with one of our top clients, Thermo Fisher/Life...","[ 27.88 ,  29.81 ]",H,Carlsbad,CA,57990.4,62004.8,59997.6
407,"Scientist II, Quality Control (QC), Carlsbad, CA",Kelly Scientific Resources,"Carlsbad, CA","Scientist II, Quality Control (QC), Carlsbad, CA Kelly Scientific Resources, a division of Kelly Services, has an immediate opening for an experienced QC Scientist II to work with one of our top clients, Thermo Fisher/Life Technologies, located in Carlsba...","[ 22.00 ,  25.00 ]",H,Carlsbad,CA,45760.0,52000.0,48880.0
408,QC Scientist,"Ronin Staffing, LLC","Carlsbad, CA","QC SCIENTIST Responsible for qualification of product(s) in a lab setting following standard operating procedures. Will utilize basic laboratory techniques, calculations, materials measurement, operation of laboratory equipment and record keeping necessar...","[ 25.00 ,  26.80]",H,Carlsbad,CA,52000.0,55744.0,53872.0
409,Java Developer,Kelly IT Resources,"Carlsbad, CA","Kelly IT is searching for a Senior Java Engineer for an Exciting opportunity in the San Diego, CA area! Join a great team building innovative solutions for one of today’s hottest technology industries! Build a compelling search experience for mobile devic...","[ 120 ,  140 ]",Y,Carlsbad,CA,120000.0,140000.0,130000.0
410,Python (or Java) Developer,,"San Diego, CA","Hello..Our Carlsbad client has asked us to help recruit a strong Python (or Java) developer for a long term, high visibility project. The software services team is tasked with applying industry best practices to the design, development, testing and deploy...","[ 60.00 ,  65.00]",H,San Diego,CA,124800.0,135200.0,130000.0
411,Data Scientist,CyberCoders,"Aurora, CO","This position is open as of 10/18/2016. Data Scientist - Relocation to Salt Lake City, UT If you are a Data Scientist - willing to relocate to SALT LAKE CITY, UT (assistance provided) - with experience, please read on! Location: Salt Lake City, UT Salary...","[ 90 ,  120]",Y,Aurora,CO,90000.0,120000.0,105000.0
412,Senior Data Engineer (Python),CyberCoders,"Aurora, CO","This position is open as of 10/18/2016. Senior Data Engineer (Python) Based in the Denver, CO area, we are one of the most innovative and ""Fast Growing"" Health technology companies in the area. With access to the most advanced technologies, our team is co...","[ 110 ,  150]",Y,Aurora,CO,110000.0,150000.0,130000.0
413,Clinical Development Scientist,,"Collegeville, PA","Alphanumeric is hiring a Clinical Development Scientist to work with one of the largest pharmaceutical companies in the world. This position can be based in Upper Providence, Upper Merion or RTP Key Responsiblities: Support the successful migration of cli...","[ 49.00 ,  57.00]",H,Collegeville,PA,101920.0,118560.0,110240.0
414,Machine Learning Scientist,CyberCoders,"Philadelphia, PA","This position is open as of 10/18/2016. Machine Learning Scientist - Tech Co. Revolutionizing Learning If you are a Machine Learning Scientist with a Master's degree, please read on! Our team develops breakthrough technology for personalized learning! We...","[ 130 ,  160]",Y,Philadelphia,PA,130000.0,160000.0,145000.0
415,Scientist-II,Experis,"Spring House, PA","Scientist-II Spring House, PA POSITION SUMMARY: The candidate will contribute to the evaluation and development of scalable AAV manufacturing technologies in support of efforts to develop human therapies. She/he will work to engineer a mammalian expressio...","[ 27.00 ,  29.00]",H,Spring House,PA,56160.0,60320.0,58240.0
416,Patient Safety Scientist,Kelly Scientific Resources,"Wilmington, DE","Patient Safety Associate – Support (Systems) – 3 month contract Kelly Clinical and a world renown pharmaceutical company is looking for the right fit for a Patient Safety Scientist in Wilmington, DE for a 3 month contract. Contribute to scientific, techni...","[ 0 ,  74 ]",Y,Wilmington,DE,74000.0,74000.0,74000.0
417,Clinical Study Professional,,"Upper Providence, Upper Merion or Research Triangle Park, PA","Alphanumeric is hiring a Clinical Development Scientist to work with one of the largest pharmaceutical companies in the world. This position can be based in Upper Providence, Upper Merion or RTP. We are unable to offer sponsorship or represent C2C candida...","[ 0.00 ,  58.00]",H,"Upper Providence, Upper Merion or Research Triangle Park",PA,120640.0,120640.0,120640.0
418,Analytics Consultant / Strategist,Johnson Service Group,"Philadelphia, PA",We have an immediate openings for Analytics Strategist in Philadelphia PA or RTP NC. This position is approved for 3 monts and could be extended. Pay rate: Highly competitive 5 + years of experience in digital and CRM analytics. Analytics Strategist SME t...,"[ 80.00 ,  120.00]",H,Philadelphia,PA,166400.0,249600.0,208000.0
419,Data Scientist,CyberCoders,"Jersey City, NJ","This position is open as of 10/18/2016. Data Scientist - Python, Hadoop, Data Mining If you are a Data Scientist with experience, please read on! As a Data Scientist you will analyze hyper-local data sources to develop accurate predictions of audience and...","[ 100 ,  140]",Y,Jersey City,NJ,100000.0,140000.0,120000.0
420,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"South Plainfield, NJ","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,South Plainfield,NJ,75000.0,110000.0,92500.0
421,Microbiology Manager,Atrium Staffing,"Plainsboro, NY",Our client is a Pharmaceutical/Biotech company with an innovative mindset. This is a stable and successful company that has been in business 30+ years and operates on an international level. The company is a specialized producer of niche biological produc...,"[ 90 ,  120]",Y,Plainsboro,NY,90000.0,120000.0,105000.0
422,Scientist,Aerotek,"Fort Lauderdale, FL","Our client, located in Fort Lauderdale, is seeking a Scientist to join their team. Required Experience: HPLC is a must Bachelor's Degree in Chemistry or related field Pharmaceutical Lab experience Responsibilities: Analyzing raw materials, in-process mate...","[ 40 ,  45]",Y,Fort Lauderdale,FL,40000.0,45000.0,42500.0
423,Software Engineer,CyberCoders,"Happy Valley, OR","This position is open as of 10/18/2016. Software Engineer - Java/Scala, Python/Django, Hadoop ( HDFS/Map We are a dynamic, talented team focused on building the next generation marketing automation platform. Top Reasons to Work with Us We are in the midst...","[ 75 ,  90]",Y,Happy Valley,OR,75000.0,90000.0,82500.0
424,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
425,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
426,"Data Scientist / Machine Learning Expert - Bangkok, Thailand",,"Boston, MA","Data Scientist / Machine Learning Expert Please note this role is based in Bangkok, Thailand - full relocation and visa sponsorship provided Charm us with: * An earned stripes in coding, in data handling, in statistics and in machine learning (3-5 years o...","[ 0 ,  100]",Y,Boston,MA,100000.0,100000.0,100000.0
427,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bangkok,,"Boston, MA",Data Engineer (ElasticSearch/Kafka) - global eCommerce - Bangkok Please note: This role is based in Bangkok and you must be willing to relocate to Thailand if you're interested in this role. Visa and relocation assistance is available. Requirements: * Wil...,"[ 0 ,  100]",Y,Boston,MA,100000.0,100000.0,100000.0
428,Senior Quality Assurance Engineer,Huxley Associates,"Boston, MA","Senior Quality Assurance Engineer- Boston, MA An incubated financial technology firm located in downtown Boston is expanding their Product team and seeking a Senior Quality Assurance Engineer to work on testing of their AngularJS web based applications. T...","[ 55.00 ,  75.00]",H,Boston,MA,114400.0,156000.0,135200.0
429,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
430,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
431,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
432,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
433,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
434,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
435,Data Scientist,CyberCoders,"Bellevue, WA","This position is open as of 10/18/2016. Data Scientist - Fraud detection technology! Based in Bellevue, we are an international leader in mobile advertising. Our award-winning technology platform goes beyond traditional user engagement by retaining audien...","[ 100 ,  150]",Y,Bellevue,WA,100000.0,150000.0,125000.0
436,Data Scientist - Machine Learning,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Data Scientist - Hot West LA start-up! We are a well funded, disruptive startup in the auto space. Our mobile application launched in Los Angeles in 2014 and has been booming ever since. With all the success, we are...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
437,Lead Data Scientist,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Lead Data Scientis Are you a Lead Data Scientist who has R, machine learning and can code? If so, read on... We are the adtech arm of a large media conglomerate. Due to recent growth, we are looking to add a data sc...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
438,Sr. Software Engineer- Python,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Sr. Software Engineer- Python - Python, R, JavaScript If you are a Sr. Software Engineer- Python with experience, please read on! Based in Culver City, we're building an end-to-end suite of data science tools based...","[ 100 ,  175]",Y,Culver City,CA,100000.0,175000.0,137500.0
439,Lead Technology Architect - Advanced BioTech Firm,CyberCoders,"Torrance, CA","This position is open as of 10/18/2016. Lead Technology Architect - Advanced BioTech Firm If you are a Technology Architect with experience, please read on! This is an opportunity to work on an industry leading website that won NUMEROUS “BEST BIOTECHNOLOG...","[ 75 ,  150]",Y,Torrance,CA,75000.0,150000.0,112500.0
440,Lead Grails Engineer,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Lead Grails Engineer (RELO OFFERED!) If you are a Lead Grails Engineer with video & startup experience, please read on! We are the leading in Online Video Space, and we are growing! The global leader in user-generat...","[ 120 ,  150]",Y,Culver City,CA,120000.0,150000.0,135000.0
441,Machine Learning Data Scientist,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Machine Learning Data Scientist - Cyber Security Startup If you are a Data Scientist with machine learning and big data experience, please read on! They are an innovative, technology driven Cyber Security Startup th...","[ 120 ,  160]",Y,San Jose,CA,120000.0,160000.0,140000.0
442,Lead Data Scientist / Data Scientist Manager - Bangkok,,"Palo Alto, CA","Lead Data Scientist (Bangkok) - FULL RELOCATION AND VISA SPONSORSHIP AVAILABLE Requirements: Do you have what it takes? * Excited and able to relocate to Bangkok, Thailand * Leadership skills and experience in leading data science projects and or teams *...","[ 0 ,  100]",Y,Palo Alto,CA,100000.0,100000.0,100000.0
443,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
444,Site Operations Engineer,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Site Operations Engineer - Control Systems, ERP, Enterprise Ap If you are a Site Operations Engineer with startup/industry experience, please read on! Top Reasons to Work with Us We are a well established company, 4...","[ 85 ,  120]",Y,San Jose,CA,85000.0,120000.0,102500.0
445,Data Scientist,Aerotek,"Arlington, VA","Now hiring Data Scientists on DARPA's Net Defense team! 60% data mining and modeling (python, R, moving files in Linux/Unix environment) 30% visualization - making data models visual and presentable 10% team meetings This candidate will be supporting DARP...","[ 10 ,  150]",Y,Arlington,VA,10000.0,150000.0,80000.0
446,Associate Data Science,Sancus Associates,"District of Columbia, DC","Associate Data Scientist AdTech $125,000-150,000 New York, NY/ Washington, D.C A mid sized Adtech frim with offices in New York and Washington D.C is looking to bring on an associate to join the well established team. If you are looking to make the next s...","[ 125 ,  150]",Y,District of Columbia,DC,125000.0,150000.0,137500.0
447,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
448,Senior Data Engineer - Streaming Analytics,CyberCoders,"Alexandria, VA","This position is open as of 10/18/2016. Senior Data Engineer - Streaming Analytics Leveraging 25 years of leadership in sensor technology, we are pioneering sensor analytics solutions that create operational intelligence from the Internet of things. Apply...","[ 75 ,  160]",Y,Alexandria,VA,75000.0,160000.0,117500.0
449,Senior Python Developer,CyberCoders,"Ashburn, VA","This position is open as of 10/18/2016. Senior Python Developer for a Leader in eCommerce ••EQUITY OPPORTUNITY as well. If you are a Senior Python Developer with experience, please read on! Top Reasons to Work with Us We are seeking a curious, out of the...","[ 100 ,  130]",Y,Ashburn,VA,100000.0,130000.0,115000.0
450,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
451,Project Manager,,"1705 Desales Street NorthwestWashington, DC","Analytica is seeking a Project Manager to join its Data Management & Analytics team supporting Federal Health Care (HHS/ CMS/ DHA / VA) practice. Projects in our Data Management & Analytics team include managing software, system engineering, data manageme...","[ 80 ,  135]",Y,1705 Desales Street NorthwestWashington,DC,80000.0,135000.0,107500.0
452,Clinical Development Scientist,,"Collegeville, PA","Alphanumeric is hiring a Clinical Development Scientist to work with one of the largest pharmaceutical companies in the world. This position can be based in Upper Providence, Upper Merion or RTP Key Responsiblities: Support the successful migration of cli...","[ 49.00 ,  57.00]",H,Collegeville,PA,101920.0,118560.0,110240.0
453,Scientist-II,Experis,"Spring House, PA","Scientist-II Spring House, PA POSITION SUMMARY: The candidate will contribute to the evaluation and development of scalable AAV manufacturing technologies in support of efforts to develop human therapies. She/he will work to engineer a mammalian expressio...","[ 27.00 ,  29.00]",H,Spring House,PA,56160.0,60320.0,58240.0
454,Clinical Study Professional,,"Upper Providence, Upper Merion or Research Triangle Park, PA","Alphanumeric is hiring a Clinical Development Scientist to work with one of the largest pharmaceutical companies in the world. This position can be based in Upper Providence, Upper Merion or RTP. We are unable to offer sponsorship or represent C2C candida...","[ 0.00 ,  58.00]",H,"Upper Providence, Upper Merion or Research Triangle Park",PA,120640.0,120640.0,120640.0
455,Molecular Biologist,Aerotek,"West Chester, PA","Our client, is a leading CRO that is looking to add a talented Molecular Biologist to their growing Molecular team. Summary of the role: Planning and conducting experiments under the direction of a senior scientist Conducting studies on molecular cloning...","[ 40 ,  65]",Y,West Chester,PA,40000.0,65000.0,52500.0
456,Senior Data Scientist,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Senior Data Scientist - Natural Language Processing If you are a Senior Data Scientist with experience, please read on! Job Title: Senior Data Scientist Salary: $100-175k+ Equity options The company: Our platform he...","[ 100 ,  175]",Y,Palo Alto,CA,100000.0,175000.0,137500.0
457,"Data Scientist Lead - Statistics, Modeling, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Data Scientist Lead - Statistics, Modeling, ML - (140K-170K) If you are a Data Scientist Lead - Statistics, Modeling, Algorithms, Machine learning - (140K-170K) with experience, please read on! Located in beautiful...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
458,"Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) If you are a Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) with experience, please read on! Located in beautiful Mountain View, CA, we...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
459,Customer Service,,"San Leandro, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,San Leandro,CA,40000.0,50000.0,45000.0
460,Sr. Software Engineer - Save Lives!,CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Sr. Software Engineer - Save Lives! Based in Menlo Park, CA we are a breakthrough diagnostic leader in technology working with high profile clients such as Mayo Clinic. We received Series A funding in 2011 for $16M...","[ 120 ,  140]",Y,Menlo Park,CA,120000.0,140000.0,130000.0
461,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
462,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
463,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
464,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
465,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
466,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
467,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
468,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
469,Data Scientist,Aerotek,"Arlington, VA","Now hiring Data Scientists on DARPA's Net Defense team! 60% data mining and modeling (python, R, moving files in Linux/Unix environment) 30% visualization - making data models visual and presentable 10% team meetings This candidate will be supporting DARP...","[ 10 ,  150]",Y,Arlington,VA,10000.0,150000.0,80000.0
470,Associate Data Science,Sancus Associates,"District of Columbia, DC","Associate Data Scientist AdTech $125,000-150,000 New York, NY/ Washington, D.C A mid sized Adtech frim with offices in New York and Washington D.C is looking to bring on an associate to join the well established team. If you are looking to make the next s...","[ 125 ,  150]",Y,District of Columbia,DC,125000.0,150000.0,137500.0
471,Senior Data Engineer - Streaming Analytics,CyberCoders,"Alexandria, VA","This position is open as of 10/18/2016. Senior Data Engineer - Streaming Analytics Leveraging 25 years of leadership in sensor technology, we are pioneering sensor analytics solutions that create operational intelligence from the Internet of things. Apply...","[ 75 ,  160]",Y,Alexandria,VA,75000.0,160000.0,117500.0
472,Senior Python Developer,CyberCoders,"Ashburn, VA","This position is open as of 10/18/2016. Senior Python Developer for a Leader in eCommerce ••EQUITY OPPORTUNITY as well. If you are a Senior Python Developer with experience, please read on! Top Reasons to Work with Us We are seeking a curious, out of the...","[ 100 ,  130]",Y,Ashburn,VA,100000.0,130000.0,115000.0
473,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
474,Project Manager,,"1705 Desales Street NorthwestWashington, DC","Analytica is seeking a Project Manager to join its Data Management & Analytics team supporting Federal Health Care (HHS/ CMS/ DHA / VA) practice. Projects in our Data Management & Analytics team include managing software, system engineering, data manageme...","[ 80 ,  135]",Y,1705 Desales Street NorthwestWashington,DC,80000.0,135000.0,107500.0
475,Data Scientist,Aerotek,"Arlington, VA","Now hiring Data Scientists on DARPA's Net Defense team! 60% data mining and modeling (python, R, moving files in Linux/Unix environment) 30% visualization - making data models visual and presentable 10% team meetings This candidate will be supporting DARP...","[ 10 ,  150]",Y,Arlington,VA,10000.0,150000.0,80000.0
476,Associate Data Science,Sancus Associates,"District of Columbia, DC","Associate Data Scientist AdTech $125,000-150,000 New York, NY/ Washington, D.C A mid sized Adtech frim with offices in New York and Washington D.C is looking to bring on an associate to join the well established team. If you are looking to make the next s...","[ 125 ,  150]",Y,District of Columbia,DC,125000.0,150000.0,137500.0
477,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
478,Senior Python Developer,CyberCoders,"Ashburn, VA","This position is open as of 10/18/2016. Senior Python Developer for a Leader in eCommerce ••EQUITY OPPORTUNITY as well. If you are a Senior Python Developer with experience, please read on! Top Reasons to Work with Us We are seeking a curious, out of the...","[ 100 ,  130]",Y,Ashburn,VA,100000.0,130000.0,115000.0
479,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
480,Project Manager,,"1705 Desales Street NorthwestWashington, DC","Analytica is seeking a Project Manager to join its Data Management & Analytics team supporting Federal Health Care (HHS/ CMS/ DHA / VA) practice. Projects in our Data Management & Analytics team include managing software, system engineering, data manageme...","[ 80 ,  135]",Y,1705 Desales Street NorthwestWashington,DC,80000.0,135000.0,107500.0
481,Data Scientist,CyberCoders,"Aurora, CO","This position is open as of 10/18/2016. Data Scientist - Relocation to Salt Lake City, UT If you are a Data Scientist - willing to relocate to SALT LAKE CITY, UT (assistance provided) - with experience, please read on! Location: Salt Lake City, UT Salary...","[ 90 ,  120]",Y,Aurora,CO,90000.0,120000.0,105000.0
482,Senior Data Engineer (Python),CyberCoders,"Aurora, CO","This position is open as of 10/18/2016. Senior Data Engineer (Python) Based in the Denver, CO area, we are one of the most innovative and ""Fast Growing"" Health technology companies in the area. With access to the most advanced technologies, our team is co...","[ 110 ,  150]",Y,Aurora,CO,110000.0,150000.0,130000.0
483,"RT PCR Technical Applications Scientist II, Carlsbad, CA",Kelly Scientific Resources,"Carlsbad, CA","RT PCR Technical Applications Scientist II, Carlsbad, CA Kelly Scientific Resources, a division of Kelly Services, has an immediate opening for a Technical Applications / Technical Support Scientist to work with one of our top clients, Thermo Fisher/Life...","[ 27.88 ,  29.81 ]",H,Carlsbad,CA,57990.4,62004.8,59997.6
