,Survived,Sex,Pclass,Age,SibSp,Parch,Fare,Embarked,scaled_fare,scaled_age
734,0,male,2,23.0,0,0,13.0,S,-0.384474648179,-0.486618377465
735,0,male,3,28.5,0,0,16.1,S,-0.322062157914,-0.0628120879129
736,0,female,3,48.0,1,3,34.375,S,0.0458695387292,1.43977384777
737,1,male,1,35.0,0,0,512.3292,C,9.66855078215,0.438049890649
738,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
739,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
740,1,male,1,28.0,0,0,30.0,S,-0.04221260479,-0.101339932418
741,0,male,1,36.0,1,0,78.85,S,0.941287443418,0.515105579659
742,1,female,1,21.0,2,2,262.375,C,4.63620753241,-0.640729755484
743,0,male,3,24.0,1,0,16.1,S,-0.322062157914,-0.409562688456
744,1,male,3,31.0,0,0,7.925,S,-0.486649934661,0.129827134611
745,0,male,1,70.0,1,1,71.0,S,0.783242911618,3.13499900598
746,0,male,3,16.0,1,1,20.25,S,-0.238509953204,-1.02600820053
747,1,female,2,30.0,0,0,13.0,S,-0.384474648179,0.0527714456014
748,0,male,1,19.0,1,0,53.1,S,0.422861112991,-0.794841133503
749,0,male,3,31.0,0,0,7.75,Q,-0.490173220401,0.129827134611
750,1,female,2,4.0,1,1,23.0,S,-0.183144034421,-1.95067646865
751,1,male,3,6.0,0,1,12.475,S,-0.395044505401,-1.79656509063
752,0,male,3,33.0,0,0,9.5,S,-0.454940362994,0.28393851263
753,0,male,3,23.0,0,0,7.8958,S,-0.487237820053,-0.486618377465
754,1,female,2,48.0,1,2,65.0,S,0.662444543363,1.43977384777
755,1,male,2,0.67,1,1,14.5,S,-0.354275056115,-2.20727191305
756,0,male,3,28.0,0,0,7.7958,S,-0.48925112619,-0.101339932418
757,0,male,2,18.0,0,0,11.5,S,-0.414674240242,-0.871896822513
758,0,male,3,34.0,0,0,8.05,S,-0.484133301989,0.360994201639
759,1,female,1,33.0,0,0,86.5,S,1.09530536294,0.28393851263
760,0,male,3,28.0,0,0,14.5,S,-0.354275056115,-0.101339932418
761,0,male,3,41.0,0,0,7.125,S,-0.502756383761,0.900384024706
762,1,male,3,20.0,0,0,7.2292,C,-0.500658518766,-0.717785444494
763,1,female,1,36.0,1,2,120.0,S,1.76976291903,0.515105579659
764,0,male,3,16.0,0,0,7.775,S,-0.489669893867,-1.02600820053
765,1,female,1,51.0,1,0,77.9583,S,0.923334792589,1.6709409148
766,0,male,1,28.0,0,0,39.6,C,0.151064784418,-0.101339932418
767,0,female,3,30.5,0,0,7.75,Q,-0.490173220401,0.0912992901062
768,0,male,3,28.0,1,0,24.15,Q,-0.159991013838,-0.101339932418
769,0,male,3,32.0,0,0,8.3625,S,-0.477841720309,0.20688282362
770,0,male,3,24.0,0,0,9.5,S,-0.454940362994,-0.409562688456
771,0,male,3,48.0,0,0,7.8542,S,-0.488075355406,1.43977384777
772,0,female,2,57.0,0,0,10.5,S,-0.434807301618,2.13327504886
773,0,male,3,28.0,0,0,7.225,C,-0.500743077624,-0.101339932418
774,1,female,2,54.0,1,3,23.0,S,-0.183144034421,1.90210798183
775,0,male,3,18.0,0,0,7.75,S,-0.490173220401,-0.871896822513
776,0,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
777,1,female,3,5.0,0,0,12.475,S,-0.395044505401,-1.87362077964
778,0,male,3,28.0,0,0,7.7375,Q,-0.490424883669,-0.101339932418
779,1,female,1,43.0,0,1,211.3375,S,3.60866641244,1.05449540273
780,1,female,3,13.0,0,0,7.2292,C,-0.500658518766,-1.25717526756
781,1,female,1,17.0,1,0,57.0,S,0.501380052357,-0.948952511522
782,0,male,1,29.0,0,0,30.0,S,-0.04221260479,-0.0242842434081
783,0,male,3,28.0,1,2,23.45,S,-0.174084156801,-0.101339932418
784,0,male,3,25.0,0,0,7.05,S,-0.504266363365,-0.332506999446
785,0,male,3,25.0,0,0,7.25,S,-0.500239751089,-0.332506999446
786,1,female,3,18.0,0,0,7.4958,S,-0.495291044603,-0.871896822513
787,0,male,3,8.0,4,1,29.125,Q,-0.0598290334938,-1.64245371261
788,1,male,3,1.0,1,2,20.575,S,-0.231966708257,-2.18184353567
789,0,male,1,46.0,0,0,79.2,C,0.948334014899,1.28566246975
790,0,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
791,0,male,2,16.0,0,0,26.0,S,-0.122744850293,-1.02600820053
792,0,female,3,28.0,8,2,69.55,S,0.754049972623,-0.101339932418
793,0,male,1,28.0,0,0,30.6958,C,-0.0282040206847,-0.101339932418
794,0,male,3,25.0,0,0,7.8958,S,-0.487237820053,-0.332506999446
795,0,male,2,39.0,0,0,13.0,S,-0.384474648179,0.746272646687
796,1,female,1,49.0,0,0,25.9292,S,-0.124170271039,1.51682953678
797,1,female,3,31.0,0,0,8.6833,S,-0.471383034219,0.129827134611
798,0,male,3,30.0,0,0,7.2292,C,-0.500658518766,0.0527714456014
799,0,female,3,30.0,1,1,24.15,S,-0.159991013838,0.0527714456014
800,0,male,2,34.0,0,0,13.0,S,-0.384474648179,0.360994201639
801,1,female,2,31.0,1,1,26.25,S,-0.117711584949,0.129827134611
802,1,male,1,11.0,1,2,120.0,S,1.76976291903,-1.41128664558
803,1,male,3,0.42,0,1,8.5167,C,-0.474737202245,-2.2265358353
804,1,male,3,27.0,0,0,6.975,S,-0.505776342968,-0.178395621427
805,0,male,3,31.0,0,0,7.775,S,-0.489669893867,0.129827134611
806,0,male,1,39.0,0,0,0.0,S,-0.646204446064,0.746272646687
807,0,female,3,18.0,0,0,7.775,S,-0.489669893867,-0.871896822513
808,0,male,2,39.0,0,0,13.0,S,-0.384474648179,0.746272646687
809,1,female,1,33.0,1,0,53.1,S,0.422861112991,0.28393851263
810,0,male,3,26.0,0,0,7.8875,S,-0.487404924462,-0.255451310437
811,0,male,3,39.0,0,0,24.15,S,-0.159991013838,0.746272646687
812,0,male,2,35.0,0,0,10.5,S,-0.434807301618,0.438049890649
813,0,female,3,6.0,4,2,31.275,S,-0.0165429515358,-1.79656509063
814,0,male,3,30.5,0,0,8.05,S,-0.484133301989,0.0912992901062
815,0,male,1,28.0,0,0,0.0,S,-0.646204446064,-0.101339932418
816,0,female,3,23.0,0,0,7.925,S,-0.486649934661,-0.486618377465
817,0,male,2,31.0,1,1,37.0042,C,0.0988033836984,0.129827134611
818,0,male,3,43.0,0,0,6.45,S,-0.51634620019,1.05449540273
819,0,male,3,10.0,3,2,27.9,S,-0.0844920336791,-1.48834233459
820,1,female,1,52.0,1,1,93.5,S,1.23623679257,1.74799660381
821,1,male,3,27.0,0,0,8.6625,S,-0.471801801896,-0.178395621427
822,0,male,1,38.0,0,0,0.0,S,-0.646204446064,0.669216957678
823,1,female,3,27.0,0,1,12.475,S,-0.395044505401,-0.178395621427
824,0,male,3,2.0,4,1,39.6875,S,0.152826427288,-2.10478784667
825,0,male,3,28.0,0,0,6.95,Q,-0.506279669502,-0.101339932418
826,0,male,3,28.0,0,0,56.4958,S,0.491228962811,-0.101339932418
827,1,male,2,1.0,0,2,37.0042,C,0.0988033836984,-2.18184353567
828,1,male,3,28.0,0,0,7.75,Q,-0.490173220401,-0.101339932418
830,1,female,3,15.0,1,0,14.4542,C,-0.355197150326,-1.10306388954
831,1,male,2,0.83,1,1,18.75,S,-0.268709545268,-2.19494300281
832,0,male,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
833,0,male,3,23.0,0,0,7.8542,S,-0.488075355406,-0.486618377465
834,0,male,3,18.0,0,0,8.3,S,-0.479100036645,-0.871896822513
835,1,female,1,39.0,1,1,83.1583,C,1.02802671174,0.746272646687
836,0,male,3,21.0,0,0,8.6625,S,-0.471801801896,-0.640729755484
837,0,male,3,28.0,0,0,8.05,S,-0.484133301989,-0.101339932418
838,1,male,3,32.0,0,0,56.4958,S,0.491228962811,0.20688282362
839,1,male,1,28.0,0,0,29.7,C,-0.0482525232027,-0.101339932418
840,0,male,3,20.0,0,0,7.925,S,-0.486649934661,-0.717785444494
841,0,male,2,16.0,0,0,10.5,S,-0.434807301618,-1.02600820053
842,1,female,1,30.0,0,0,31.0,C,-0.0220795434142,0.0527714456014
843,0,male,3,34.5,0,0,6.4375,C,-0.516597863457,0.399522046144
844,0,male,3,17.0,0,0,8.6625,S,-0.471801801896,-0.948952511522
845,0,male,3,42.0,0,0,7.55,S,-0.494199832677,0.977439713716
846,0,male,3,28.0,8,2,69.55,S,0.754049972623,-0.101339932418
847,0,male,3,35.0,0,0,7.8958,C,-0.487237820053,0.438049890649
848,0,male,2,28.0,0,1,33.0,S,0.0181865793374,-0.101339932418
849,1,female,1,28.0,1,0,89.1042,C,1.14773588138,-0.101339932418
850,0,male,3,4.0,4,2,31.275,S,-0.0165429515358,-1.95067646865
851,0,male,3,74.0,0,0,7.775,S,-0.489669893867,3.44322176202
852,0,female,3,9.0,1,1,15.2458,C,-0.339259818941,-1.5653980236
853,1,female,1,16.0,0,1,39.4,S,0.147038172143,-1.02600820053
854,0,female,2,44.0,1,0,26.0,S,-0.122744850293,1.13155109173
855,1,female,3,18.0,0,1,9.35,S,-0.4579603222,-0.871896822513
856,1,female,1,45.0,1,1,164.8667,S,2.67306694386,1.20860678074
857,1,male,1,51.0,0,0,26.55,S,-0.111671666536,1.6709409148
858,1,female,3,24.0,0,3,19.2583,C,-0.25847591017,-0.409562688456
859,0,male,3,28.0,0,0,7.2292,C,-0.500658518766,-0.101339932418
860,0,male,3,41.0,2,0,14.1083,S,-0.362161176256,0.900384024706
861,0,male,2,21.0,1,0,11.5,S,-0.414674240242,-0.640729755484
862,1,female,1,48.0,0,0,25.9292,S,-0.124170271039,1.43977384777
863,0,female,3,28.0,8,2,69.55,S,0.754049972623,-0.101339932418
864,0,male,2,24.0,0,0,13.0,S,-0.384474648179,-0.409562688456
865,1,female,2,42.0,0,0,13.0,S,-0.384474648179,0.977439713716
866,1,female,2,27.0,1,0,13.8583,C,-0.3671944416,-0.178395621427
867,0,male,1,31.0,0,0,50.4958,S,0.370430594556,0.129827134611
868,0,male,3,28.0,0,0,9.5,S,-0.454940362994,-0.101339932418
869,1,male,3,4.0,1,1,11.1333,S,-0.422057033849,-1.95067646865
870,0,male,3,26.0,0,0,7.8958,S,-0.487237820053,-0.255451310437
871,1,female,1,47.0,1,1,52.5542,S,0.411872488092,1.36271815876
872,0,male,1,33.0,0,0,5.0,S,-0.545539139185,0.28393851263
873,0,male,3,47.0,0,0,9.0,S,-0.465006893682,1.36271815876
874,1,female,2,28.0,1,0,24.0,C,-0.163010973045,-0.101339932418
875,1,female,3,15.0,0,0,7.225,C,-0.500743077624,-1.10306388954
876,0,male,3,20.0,0,0,9.8458,S,-0.44797835037,-0.717785444494
877,0,male,3,19.0,0,0,7.8958,S,-0.487237820053,-0.794841133503
878,0,male,3,28.0,0,0,7.8958,S,-0.487237820053,-0.101339932418
879,1,female,1,56.0,0,1,83.1583,C,1.02802671174,2.05621935985
880,1,female,2,25.0,0,1,26.0,S,-0.122744850293,-0.332506999446
881,0,male,3,33.0,0,0,7.8958,S,-0.487237820053,0.28393851263
882,0,female,3,22.0,0,0,10.5167,S,-0.434471079493,-0.563674066475
883,0,male,2,28.0,0,0,10.5,S,-0.434807301618,-0.101339932418
884,0,male,3,25.0,0,0,7.05,S,-0.504266363365,-0.332506999446
885,0,female,3,39.0,0,5,29.125,Q,-0.0598290334938,0.746272646687
886,0,male,2,27.0,0,0,13.0,S,-0.384474648179,-0.178395621427
887,1,female,1,19.0,0,0,30.0,S,-0.04221260479,-0.794841133503
888,0,female,3,28.0,1,2,23.45,S,-0.174084156801,-0.101339932418
889,1,male,1,26.0,0,0,30.0,C,-0.04221260479,-0.255451310437
890,0,male,3,32.0,0,0,7.75,Q,-0.490173220401,0.20688282362
